company_id,company_name,industry,funding_rounds,total_funding,last_funding_date,job_postings_30d,employee_growth_pct,hiring_roles,industry_growth_rate,regional_employment_trend,funding_per_employee,days_since_last_funding,growth_momentum,is_hot_lead
COMP_023915,"Turner, May and Brown",Retail,1.929023849,855386.57,22-12-2023,3.457276804,35.30652469,Engineering,13.2,13.9,221.0301214,426,3421546.28,0
COMP_022627,Martin-Wheeler,Retail,6.767084828,4100726.92,06-04-2024,9.016411968,26.95397114,Operations,27,13.2,1423.863514,320,41007269.2,0
COMP_018563,Gregory-Kim,Healthcare,3.731772449,1856066.65,19-08-2020,11.55224494,41.54430049,Marketing,19.1,12.3,478.3676933,1646,24128866.45,1
COMP_021607,Wood Ltd,Tech,5.105398413,2834256.85,24-04-2021,12.08740453,-3.917498812,Marketing,29.9,7.6,-9773.299483,1398,36845339.05,0
COMP_000977,Nielsen PLC,Healthcare,5.140956344,2633836.69,22-08-2024,9.144648038,42.6831258,Engineering,9.7,5.1,613.9479464,182,26338366.9,0
COMP_009314,Shepard-Baker,Tech,2.119758155,5212997.13,31-08-2021,6.790049245,11.41138398,Marketing,21.7,-2.5,4613.271796,1269,36490979.91,0
COMP_013120,Thompson PLC,Healthcare,2.178647731,1341522.89,01-08-2024,13.95698024,31.46235918,Marketing,10,7,475.7173369,203,22805889.13,0
COMP_014761,"Adams, Salazar and Bean",Retail,2.206080393,692317.01,16-12-2020,10.17976266,28.65059847,Engineering,15.1,2.4,174.3871562,1527,6923170.1,0
COMP_020637,"Solomon, Rivas and York",Tech,3.372175318,9581372.12,04-07-2021,5.32300207,16.086129,Operations,26.8,8.6,5264.490176,1327,57488232.72,0
COMP_015277,Dalton Group,Fintech,0.814469075,4800599.59,07-03-2023,8.005657286,38.17395226,Marketing,9.5,11.3,1111.249905,716,38404796.72,0
COMP_024567,"Holloway, Keller and Martin",Retail,2.067043152,5986594.79,04-09-2023,7.927619538,17.56528758,Sales,12.4,13,3563.44928,535,41906163.53,0
COMP_022573,Clark and Sons,Retail,2.121922846,1705329.48,13-06-2020,4.318666486,13.62262399,Operations,30,-3.1,1200.936254,1713,10231976.88,0
COMP_001766,"Castro, Mayer and Harris",SaaS,1.786370613,6059148.76,18-02-2024,10.14498307,-3.36893591,Operations,17.8,6.3,-23304.41831,368,60591487.6,0
COMP_013610,Jones LLC,Healthcare,3.178725315,3477161.61,05-03-2024,17.75230182,29.02687677,Engineering,27.2,-1.1,1297.448362,352,62588908.98,1
COMP_024702,"Reese, Miller and Wagner",SaaS,5.902330178,1887982.5,29-08-2020,12.73089638,23.96161318,Marketing,8.8,7,726.1471154,1636,24543772.5,1
COMP_011587,Marks-Keller,SaaS,2.963384507,1884018.81,20-07-2023,11.57542613,48.36491264,Marketing,21.8,11.3,387.6581914,581,20724206.91,1
COMP_017110,Arias Group,Tech,3.058144836,2450667.1,29-01-2025,9.751758224,40.66065251,Marketing,26.8,-0.3,553.197991,22,24506671,0
COMP_018175,"Ferguson, Lewis and Bean",SaaS,3.128943123,3429699.02,15-05-2022,5.245712688,-0.748389182,Sales,11.4,3.8,171484.951,1012,20578194.12,0
COMP_010394,"Woods, Pitts and Cook",Tech,2.10713674,114118.86,09-04-2021,10.55442759,36.55932643,Marketing,17.1,12.9,36.11356329,1413,1255307.46,0
COMP_024011,Rice and Sons,SaaS,1.751136138,5941180.49,11-07-2024,15.75592872,12.71869415,Marketing,16.8,2.5,4336.628095,224,101000068.3,0
COMP_010221,Lee LLC,SaaS,5.585562634,2778228.06,03-08-2021,9.341432618,21.26377391,Operations,25.1,3.4,1167.322714,1297,25004052.54,0
COMP_015129,Brooks Group,Retail,3.152996363,4334952.28,27-05-2021,2.009714811,16.40975769,Engineering,28.9,6.4,2211.710347,1365,8669904.56,0
COMP_016648,"Roach, Burgess and Allen",Tech,1.213616606,903264.36,05-04-2024,5.564928758,4.360581431,Marketing,29.4,-4,1737.046846,321,5419586.16,0
COMP_005102,"Evans, Davis and Waters",Retail,1.034922544,9183342.64,03-06-2024,8.768251887,41.23750595,Sales,12.8,-0.4,2816.97627,262,82650083.76,0
COMP_019810,Smith-Owen,Healthcare,1.925474387,3136641.19,07-11-2021,4.750249031,39.35054827,Marketing,18,3.1,721.0669402,1201,15683205.95,0
COMP_008754,Howard Group,SaaS,3.09528166,5534779.75,02-09-2021,6.702451065,39.36495516,Operations,5.7,-1,1314.674525,1267,38743458.25,0
COMP_011226,"Reed, Garcia and Gilmore",Fintech,2.595938776,12691341.63,29-12-2024,6.086340816,22.8181073,Marketing,10.9,11,5036.246679,53,76148049.78,0
COMP_003507,Weaver Group,Healthcare,7.467193237,3050870.78,25-07-2024,11.54756853,17.94268901,Operations,5.7,14.9,1255.502379,210,33559578.58,1
COMP_016346,Kennedy-Morrow,Healthcare,4.221038769,7975728.64,30-10-2022,19.01326464,-8.305535814,Marketing,8.5,13.7,-11904.0726,844,135587386.9,0
COMP_003565,Bennett PLC,SaaS,2.04308504,4684647.97,30-09-2024,6.866651753,10.03077617,Marketing,13,12,4073.60693,143,32792535.79,0
COMP_013058,Velez Group,SaaS,2.864517439,1152422.9,24-02-2024,5.76413733,34.10979354,Engineering,12.4,13.8,350.2805167,362,6914537.4,0
COMP_002420,Carter-Robles,SaaS,1.844199869,11324980.31,17-06-2022,7.511551804,8.79379898,Operations,20.6,-4.1,11921.03191,979,79274862.17,0
COMP_018076,Garcia-Watkins,Healthcare,5.430217985,12555474.4,06-06-2024,7.57872773,25.47187387,Operations,5,5.1,4213.246443,259,87888320.8,0
COMP_012848,Bennett-Nash,Tech,4.050510299,2414180.93,30-09-2020,6.762589824,5.978384068,Engineering,11,6.3,3353.029069,1604,16899266.51,0
COMP_023075,Keller-Perry,Retail,3.8006023,6715197.49,14-02-2023,7.123673228,-4.787755805,Marketing,12.7,0.6,-14598.25541,737,47006382.43,0
COMP_017810,Moody LLC,SaaS,2.942901681,9423226.44,14-04-2022,8.880965545,27.95531373,Sales,20.6,4.7,2890.560258,1043,75385811.52,0
COMP_001891,"Smith, Tate and Jacobs",Fintech,2.669776699,859444.03,09-02-2022,10.84955768,-3.397743654,Operations,29.7,-4.6,-3069.442964,1107,9453884.33,0
COMP_015567,"Booth, Camacho and Shah",Healthcare,1.128394077,801318.27,16-10-2022,9.521745272,2.022950243,Engineering,13.2,11.6,2763.166448,858,7211864.43,0
COMP_007925,"Wallace, Potter and Walton",Tech,1.939991328,5678802.77,01-10-2024,6.600564527,8.173800679,Operations,13.6,-3.5,6453.184966,142,34072816.62,0
COMP_018939,Miller and Sons,Fintech,3.407079223,2699678.56,14-02-2023,12.21395216,30.39415421,Operations,25.8,13.4,905.9324027,737,35095821.28,1
COMP_024000,"Smith, Lin and Rowe",Healthcare,2.048191175,4512295.91,03-11-2020,15.500184,-7.018361099,Operations,15.9,-4.1,-7779.820534,1570,67684438.65,0
COMP_016799,Soto-Howard,Fintech,0.901387174,9977661.12,06-11-2020,3.70765312,5.566425863,Marketing,25.6,9.7,14053.04383,1567,39910644.48,0
COMP_003416,Smith and Sons,SaaS,2.075505778,12034265.62,08-10-2022,12.4942174,3.538696082,Engineering,5,2,27350.60368,866,156445453.1,0
COMP_006031,Little-Hunt,SaaS,1.791629478,2123636.03,15-08-2020,8.036110127,38.19503047,Operations,26.8,-4.4,481.5501202,1650,16989088.24,0
COMP_005673,"Jones, May and Hale",Tech,3.232392487,741918.42,02-11-2024,9.488470023,7.742770218,Engineering,17.8,0.2,764.8643505,110,8903021.04,0
COMP_014839,Mccoy-Webb,Retail,2.523508604,6136404.92,08-09-2024,14.66726608,15.85096372,Engineering,22.1,-0.6,3741.710317,165,85909668.88,1
COMP_017015,Sanders-Watson,Retail,3.707490699,2252174.34,21-11-2020,6.787939337,2.492146995,Marketing,28.5,-4.5,7038.044812,1552,18017394.72,0
COMP_011847,"Young, Phillips and Wade",Retail,2.99966291,7381514.7,08-06-2021,9.454402874,1.370782759,Sales,9.9,11.8,32093.54217,1353,66433632.3,0
COMP_022564,"Ramirez, Mitchell and Fischer",Retail,4.999313209,6216454.26,30-06-2024,11.67099686,-6.893033518,Sales,24,12,-10360.7571,235,74597451.12,0
COMP_024956,"Montoya, Bennett and Johnson",SaaS,2.121215954,5642646.45,17-05-2020,12.89185833,37.02262128,Sales,29.1,9.6,1376.255232,1740,67711757.4,1
COMP_015847,Coleman and Sons,Healthcare,2.873483728,2721851.12,14-12-2022,6.559885538,23.94584135,Sales,25,13.9,1143.634924,799,16331106.72,0
COMP_005963,Rogers-Peterson,Tech,1.883782554,2735246.28,11-12-2024,6.281690215,16.58713573,Sales,9.2,-2,1139.68595,71,19146723.96,0
COMP_019226,"Evans, Payne and Taylor",Fintech,5.75726661,9476444.42,26-06-2023,7.506782448,43.6888239,Operations,25.2,7.1,2163.571785,605,75811555.36,0
COMP_010079,Rodriguez-Hickman,SaaS,0.799988665,3647627.56,30-09-2020,9.414533918,0.097697232,Sales,7.3,1.2,33160.25055,1604,32828648.04,0
COMP_017105,"Whitaker, Hunter and Saunders",Healthcare,1.965670503,3703707.65,20-11-2020,14.83455195,24.62377256,Operations,25.4,5.5,1402.919564,1553,48148199.45,1
COMP_008022,"Richardson, Farmer and Mcfarland",Tech,2.111999027,1061543.65,21-07-2022,9.791829663,-3.927148994,Engineering,25.6,10.2,-2793.535921,945,9553892.85,0
COMP_004884,Perez Inc,SaaS,4.923584444,2227485.78,10-04-2023,8.539465521,45.13986379,Marketing,17.3,-4.5,473.9331447,682,17819886.24,0
COMP_012852,Lloyd Ltd,Retail,4.60819159,1881313.07,04-06-2020,4.313743469,34.79046509,Sales,23.7,15,484.8745026,1722,7525252.28,0
COMP_001726,"Ruiz, Thomas and Jarvis",Fintech,0.897312572,1045731.11,28-12-2020,16.96132856,5.476332279,Sales,17.4,10.6,1686.663081,1515,16731697.76,0
COMP_008683,Baldwin Group,Fintech,0.989118189,3523490.82,17-07-2024,10.76191641,10.00711045,Engineering,13.3,-3.5,2864.626683,218,35234908.2,0
COMP_017311,"Hahn, Merritt and Sutton",Fintech,1.816931624,3697814.8,12-09-2021,19.1164573,17.21704455,Engineering,7.5,11.2,2162.464795,1257,51769407.2,1
COMP_005186,Roberson and Sons,Fintech,2.871979863,6072587.32,15-11-2021,7.647859058,35.9684281,Operations,6,11.2,1320.127678,1193,66798460.52,1
COMP_011405,"Hanson, Hughes and Perez",Retail,4.410768319,8359109.57,22-03-2023,16.84652818,23.29915212,Marketing,21.2,-0.4,3398.01202,701,125386643.6,1
COMP_004438,"Fuller, Trevino and Hill",SaaS,4.041723576,2560069.58,22-07-2021,11.72177444,8.689955071,Marketing,15.5,1.9,2844.521756,1309,30720834.96,0
COMP_024072,Marks Inc,Fintech,3.223361034,5211095.67,23-05-2022,12.85551213,6.371574026,Sales,24,5.9,7138.487219,1004,62533148.04,0
COMP_020651,Hernandez Ltd,Healthcare,1.794263268,142290.3,19-01-2024,11.28125264,9.595255427,Sales,14.5,3.6,136.8175962,398,1280612.7,0
COMP_017509,Mitchell-Gallegos,Healthcare,3.578149404,5110514.57,08-11-2024,12.48057944,5.922429183,Marketing,5,9.1,6906.10077,104,56215660.27,0
COMP_020710,Cruz-Lee,Tech,3.153347874,8124929.13,13-03-2024,7.41066823,39.22353598,Sales,10.6,-2.7,1758.642669,344,56874503.91,0
COMP_005844,"Thompson, Watson and Andrews",Fintech,2.908147454,6559368.57,05-04-2024,8.223032192,16.7969662,Engineering,22.4,8.1,3748.210611,321,52474948.56,0
COMP_020206,Bailey-Hull,Retail,3.119608201,5681003.92,03-10-2020,8.293233112,-2.374981748,Engineering,25.1,8.7,-31561.13289,1601,51129035.28,0
COMP_011024,Little-Ramirez,Fintech,1.030542092,3905488.58,16-04-2023,7.467023872,20.92173868,Sales,23.9,6.1,1735.772702,676,31243908.64,0
COMP_013465,"Johnson, Kelly and Brown",SaaS,1.960041746,1865129.7,16-09-2020,7.14212259,-6.571137279,Operations,28.2,12.7,-2554.972192,1618,11190778.2,0
COMP_011700,Park-Newton,Fintech,0.910442761,6165716.69,16-06-2021,13.28527832,17.25764311,Operations,29.7,8.4,3098.350095,1345,73988600.28,0
COMP_015572,Chambers-Wong,Retail,2.942563049,6490085.29,22-02-2021,12.14789601,32.56674525,Marketing,5.3,-1.5,1920.143577,1459,84371108.77,1
COMP_008706,Ball PLC,Healthcare,1.942485457,2930073.05,22-12-2020,5.364684289,40.78253944,Operations,27.3,7,607.898973,1521,17580438.3,0
COMP_022207,Campbell LLC,Healthcare,3.750315184,4703747.45,23-02-2023,11.47032645,-7.241744826,Engineering,21.8,2.4,-7586.689435,728,56444969.4,0
COMP_005474,Little LLC,Retail,0.980544009,2783186.76,30-11-2021,12.45424955,15.3572079,Engineering,20.1,5.3,1581.356114,1178,36181427.88,0
COMP_011723,Simpson PLC,Retail,3.131642716,5735021.29,30-11-2020,10.24083816,43.05584629,Operations,25.1,4.4,1362.237836,1543,57350212.9,0
COMP_004709,"Manning, Sanchez and Thomas",Tech,4.686529293,8055586.96,28-10-2021,12.27582385,43.90292647,Marketing,5.2,2.7,2003.877353,1211,96667043.52,1
COMP_002643,"Huber, Odonnell and Barber",Healthcare,1.927305329,1527577.26,24-07-2024,13.12314198,9.518682607,Operations,13.3,1,1591.226313,211,22913658.9,0
COMP_024960,"Myers, Davis and Holmes",Tech,4.091065136,756165.28,21-05-2021,4.736749826,53.67010208,Engineering,9.5,1.7,151.5361283,1371,3780826.4,0
COMP_003770,Hodges Ltd,SaaS,4.009736607,207022.78,04-12-2021,12.10510259,-6.052263859,Marketing,12.5,8.2,-383.3755185,1174,2277250.58,0
COMP_020604,Myers-Garcia,SaaS,5.636667562,3998512.33,11-11-2023,18.400227,39.64339617,Engineering,23.8,-2.4,1020.028656,467,63976197.28,1
COMP_005645,"Adams, Leach and Andrade",Healthcare,1.764372296,3582087.81,06-12-2023,10.57908541,21.18273437,Operations,12.7,13.4,1571.091145,442,32238790.29,0
COMP_001365,"Carroll, Davis and Flynn",Healthcare,2.456403082,1504058.97,25-09-2024,9.947651748,47.93197017,Engineering,13.2,-2.2,328.397155,148,15040589.7,0
COMP_019379,Love Ltd,Retail,2.879915393,4192950.25,15-03-2022,8.852306832,45.3323235,Sales,5.5,-3.8,919.5066338,1073,37736552.25,0
COMP_017919,Reed-Bruce,Healthcare,4.546013179,1459154.6,16-11-2021,2.915929811,1.445931027,Engineering,13.7,5.3,5836.6184,1192,4377463.8,0
COMP_011470,"Hamilton, Wallace and Velasquez",SaaS,1.654774337,969887.94,13-12-2021,5.301796503,49.10296342,Operations,28.5,12.6,215.0527583,1165,4849439.7,0
COMP_011459,Smith-Rodriguez,Healthcare,3.224626788,406416.06,18-09-2022,10.41022838,33.29213281,Operations,22.2,3.2,112.580626,886,4064160.6,0
COMP_020521,"Nelson, Cooper and Rivera",Fintech,2.034808943,2427183.35,30-04-2021,8.422141706,30.98673205,Marketing,25.8,6.6,661.357861,1392,21844650.15,0
COMP_018585,"Smith, Paul and Cline",Tech,4.334839212,1403986.44,03-03-2020,7.027797671,-1.153453667,Engineering,18.7,-3.2,-140398.644,1815,9827905.08,0
COMP_017265,Moore and Sons,SaaS,3.270661119,2012972.29,07-10-2020,21.60312808,-5.921195589,Engineering,12.5,9.8,-3470.641879,1597,40259445.8,0
COMP_002804,Clay Inc,Tech,4.746073616,299661.67,01-06-2022,19.97437914,9.574149255,Operations,12.5,10.6,288.1362212,995,5693571.73,0
COMP_001438,Wyatt-Frazier,Healthcare,4.477509794,3082451.04,24-12-2024,8.996702491,44.95526486,Marketing,21.7,-1.4,627.7904358,58,27742059.36,0
COMP_024120,"Mcgrath, Davis and Brady",Retail,2.238054031,4000873.29,21-12-2024,14.44712959,40.80655763,Operations,10.9,-4.6,966.3945145,61,52011352.77,1
COMP_021411,Williams-Kelly,Fintech,2.142637093,2969986.54,02-05-2024,4.803867903,21.07472334,Engineering,12.5,0.1,1258.468873,294,14849932.7,0
COMP_009672,Krause Group,Tech,1.88428975,2005080.68,16-04-2023,9.513993144,36.99589883,Operations,6.3,-1.9,437.7905415,676,20050806.8,0
COMP_014095,"Miller, Prince and Tran",Fintech,4.295335532,2570676.41,05-02-2022,13.83046764,-0.578384908,Sales,21.6,-2.3,51413.5282,1111,33418793.33,0
COMP_011583,Young-Chavez,Retail,2.251139663,3443216.94,28-08-2022,9.553829954,43.6988646,Marketing,10.1,0.8,928.0908194,907,30988952.46,0
COMP_021324,Williamson LLC,Retail,1.008394814,2884409.62,07-08-2023,7.003100439,18.7567108,Operations,13.7,6.3,1456.772535,563,25959686.58,0
COMP_011437,"Lewis, Rhodes and Smith",Tech,2.56533065,7283391.55,15-01-2025,13.88360326,32.5364075,Engineering,20.1,10.8,2057.45524,36,94684090.15,1
COMP_015795,Turner Ltd,Retail,2.042244911,4567686.67,29-12-2024,8.601103134,9.423597515,Sales,23.3,0.1,4190.538229,53,45676866.7,0
COMP_006075,Roy Ltd,Tech,1.007581632,1181056.66,10-12-2021,5.137398215,-5.325657316,Operations,26.2,11.8,-3192.045027,1168,5905283.3,0
COMP_020142,Leonard PLC,Tech,4.570132479,7355525.94,20-06-2021,11.88038938,42.97145267,Engineering,5.9,-2.7,1794.030717,1341,88266311.28,1
COMP_007876,"Owens, Martinez and Kline",Fintech,3.100588796,728849.69,09-03-2020,13.90107125,14.69422479,Operations,11,14.5,492.4660068,1809,9475045.97,0
COMP_001067,Spencer-Howard,Retail,2.778243165,916462.19,18-12-2023,10.29165457,20.68664032,Engineering,8.9,12.8,330.8527762,430,8248159.71,0
COMP_009689,Day PLC,Retail,7.367364305,8391296.26,30-04-2020,10.26809812,48.47416414,Sales,26.8,10.1,1751.83638,1757,92304258.86,1
COMP_003199,"Webb, Myers and Floyd",Fintech,1.823320721,6324092.21,30-01-2022,13.12985534,29.38085779,Engineering,16.6,-1.4,2441.734444,1117,82213198.73,1
COMP_011151,Daniel-Wells,SaaS,2.822382343,530636.32,21-12-2020,12.16559218,15.41333022,Engineering,9.9,5.9,289.9652022,1522,6367635.84,0
COMP_020981,Cruz-Barnes,SaaS,8.337723467,149800.85,19-12-2024,3.754608272,2.606351749,Operations,6.3,10.3,468.1276563,63,599203.4,0
COMP_020327,Smith Inc,Retail,2.743314142,4631787.79,30-01-2022,8.423907306,20.02140327,Sales,21.9,13,2315.893895,1117,41686090.11,0
COMP_005557,Garcia-Graham,Healthcare,1.864796014,2881541.08,30-07-2023,8.089545825,21.69336698,Engineering,27.9,11.9,1055.509553,571,25933869.72,0
COMP_019828,"Mason, Collins and Waters",SaaS,2.928282379,5115837.07,10-10-2020,4.419885151,43.46491576,Marketing,21.2,14.3,1031.418764,1594,20463348.28,0
COMP_011352,Johnson-Smith,Healthcare,3.094125813,7259424.69,26-05-2020,11.99707772,9.758272787,Sales,27.8,9.6,5999.524537,1731,87113096.28,0
COMP_022325,Maxwell-Cameron,Healthcare,6.921914759,8413216.49,06-03-2021,7.966790207,7.248543375,Marketing,20.7,14.5,10136.40541,1447,84132164.9,0
COMP_015621,Morris-Esparza,Tech,3.033236907,5673828.88,30-10-2022,18.76667654,39.3451495,Engineering,13.6,0.2,1390.644333,844,90781262.08,1
COMP_024401,Jones and Sons,Retail,4.423954991,7744636.56,09-06-2022,6.423823185,34.91187501,Marketing,16.4,3.2,1926.526507,987,54212455.92,0
COMP_011501,Ortega-Jones,SaaS,1.86661269,6403023.13,04-08-2022,10.72473526,45.14156412,Operations,20.1,10,1520.908107,931,76836277.56,1
COMP_020671,Bender PLC,Tech,7.213592119,2606115.18,16-04-2020,8.626069371,27.51616379,Sales,20.8,-2.1,787.3459758,1771,28667266.98,1
COMP_002660,Wyatt-Jordan,Fintech,5.082338352,3125157.49,20-03-2021,11.71163298,1.547497776,Marketing,15.6,4.1,13587.64126,1433,40627047.37,0
COMP_003409,Morales PLC,Tech,0.916031101,1189673.07,15-12-2021,13.77603982,30.1058218,Operations,16.3,11.1,464.716043,1163,17845096.05,0
COMP_019635,Williams Group,SaaS,4.446236609,3026426.79,16-04-2023,15.50827804,6.347912276,Marketing,22.8,12.6,3880.034346,676,42369975.06,0
COMP_001330,Hall-Wright,Retail,3.011722921,7752230.73,21-06-2022,12.1345565,33.70046424,Marketing,22.4,0.3,2468.86329,975,100778999.5,1
COMP_022770,"Nelson, Williams and Howell",Fintech,1.852400719,760184.77,29-07-2023,8.464999369,-5.332532829,Engineering,16.6,3.7,-1727.692659,572,6081478.16,0
COMP_001970,Conley Inc,Tech,1.080779372,216538.62,22-10-2021,8.821193136,-9.777488872,Engineering,29.7,12,-264.0714878,1217,2381924.82,0
COMP_023979,"Santiago, Jordan and Castaneda",Fintech,3.244060178,9858221.92,10-07-2022,8.245508319,-2.949656615,Sales,19.5,-1,-44810.09964,956,88723997.28,0
COMP_000508,Jefferson PLC,Retail,1.985123995,4784749.8,10-01-2024,3.998552848,45.36102015,Operations,22.2,2.2,1033.423283,407,19138999.2,0
COMP_022817,Ware Ltd,Fintech,3.74969911,16405400.73,11-08-2024,5.431201499,2.288220764,Sales,28.3,1,49713.33555,193,82027003.65,0
COMP_011636,Jones-Molina,SaaS,1.752823853,920532.91,26-11-2020,5.272561151,17.1829065,Engineering,14,12.5,455.7093614,1547,5523197.46,0
COMP_013650,Adams-Miller,Healthcare,2.049466991,9637908.31,19-12-2020,14.10305198,49.30028876,Engineering,23.3,4.6,1943.126675,1524,144568624.7,1
COMP_008299,Munoz-Morse,Tech,1.158833322,4709942.89,30-08-2022,9.874051191,49.02171184,Operations,13.1,7.5,1030.622077,905,47099428.9,0
COMP_018987,"Morris, Warner and Allison",Retail,2.090907671,1122809.84,01-03-2020,8.116542445,-6.449928514,Engineering,24.7,-3,-1810.983613,1817,8982478.72,0
COMP_012734,"Irwin, Mcdonald and Mccullough",Tech,1.678986347,7726577.5,02-03-2021,11.40129316,40.23235553,Operations,20.9,5.1,2077.036962,1451,84992352.5,1
COMP_006418,Morris PLC,Healthcare,1.07890146,3489233.11,27-02-2020,7.654611203,10.42076463,Sales,6.9,3.3,3115.386705,1820,24424631.77,0
COMP_002197,Foley Group,Retail,2.910239377,2667362.95,01-05-2024,14.55606054,19.26729966,Operations,12.8,3.6,1524.2074,295,37343081.3,1
COMP_006337,Williams Group,SaaS,3.028139025,969694.85,08-10-2021,5.984284262,27.22710331,Marketing,24.2,3.3,355.1995788,1231,5818169.1,0
COMP_009331,"Cardenas, Schmidt and Roberts",Healthcare,4.452917186,5156208.05,13-11-2024,13.74236052,53.27346285,Sales,8.9,4.2,1039.558075,99,72186912.7,1
COMP_002341,"Morgan, Chavez and Mcgrath",Tech,1.660869725,995346.45,11-09-2023,8.514610084,19.50335945,Engineering,27.4,5.7,454.4960959,528,8958118.05,0
COMP_008740,"Owens, Johnson and Hines",Tech,3.726600749,9868628.71,12-04-2022,7.084486173,26.90678403,Operations,8.5,5.8,3093.614016,1045,69080400.97,0
COMP_021827,Carrillo LLC,Fintech,6.690434424,748836.69,19-05-2021,10.43491807,36.08542813,Operations,9.6,6.2,257.3321959,1373,7488366.9,0
COMP_007188,"Nguyen, Riley and Lee",Healthcare,0.930556861,315948.93,12-02-2022,16.00388887,13.18699602,Operations,7.6,9,246.8351016,1104,4423285.02,0
COMP_013455,Watson LLC,Retail,3.596319938,6124443.15,26-10-2020,14.89281485,35.70848365,Marketing,17.1,12.2,1486.515328,1578,85742204.1,1
COMP_007001,Morales Ltd,Healthcare,1.003876077,12542073.1,04-10-2020,10.42900754,32.45496111,Marketing,17.4,1.6,3812.180274,1600,125420731,0
COMP_007605,Harris-Walker,Retail,2.677367251,3212973.08,28-10-2021,10.59561186,34.29252925,Sales,8.6,8.3,959.0964418,1211,38555676.96,1
COMP_002078,Nguyen-Herrera,Retail,3.240127539,6471472.11,04-09-2021,5.838172815,51.09713107,Sales,29.7,11.4,1373.985586,1265,45300304.77,0
COMP_020392,"Griffin, Lambert and Martinez",SaaS,2.165835359,5925023.67,09-10-2024,6.804067179,13.67407438,Marketing,11.8,11,3798.092096,134,47400189.36,0
COMP_006025,Payne-Colon,Fintech,2.017270135,3340979.72,29-09-2020,9.385944264,-4.091071706,Marketing,25,1.5,-9826.410941,1605,30068817.48,0
COMP_020427,Osborne Ltd,Tech,3.331202589,1448779.75,17-08-2024,10.31118221,3.642627657,Marketing,20.6,14.4,3018.291146,187,13039017.75,0
COMP_004114,"Cooke, Smith and Arnold",Fintech,6.43035756,9640069.06,05-11-2022,11.7939418,37.40356814,Operations,26.8,1.1,2064.254617,838,106040759.7,1
COMP_016744,Michael-Pennington,Tech,4.150454555,4593158.66,07-10-2023,15.46654265,-2.064939478,Engineering,22.4,11.7,-45931.5866,502,78083697.22,0
COMP_009345,Mendez PLC,Tech,2.445545376,944299.49,31-08-2021,12.81928746,1.525841855,Sales,10.6,12.3,3497.405519,1269,11331593.88,0
COMP_024908,Daniels and Sons,Retail,3.088538545,4776864.5,26-08-2023,8.333288044,-1.090113559,Operations,18.5,-1,inf,544,42991780.5,0
COMP_007451,"Horton, Maldonado and Wilkinson",Retail,2.241428017,1311037.77,18-10-2024,13.56950423,45.14121342,Marketing,21.5,0.1,290.052604,125,17043491.01,0
COMP_005504,Adkins-Todd,Retail,0.991598923,6927512.81,12-12-2021,11.44945596,25.25482957,Marketing,27.8,8.9,2356.296874,1166,69275128.1,0
COMP_010247,"Li, Roberts and King",Healthcare,4.46842193,6020089.87,11-02-2025,11.93758452,26.39953604,Marketing,18.6,2.9,2229.662915,9,66220988.57,1
COMP_002482,Stephens-Rogers,Healthcare,4.053058107,348131.25,30-10-2021,9.807369599,15.12962183,Operations,14.6,-0.3,224.6008065,1209,3481312.5,0
COMP_001122,Marsh-Flores,Retail,1.992995586,4178100.83,08-07-2022,9.681293395,-3.331160844,Engineering,26.4,0.6,-12660.91161,958,41781008.3,0
COMP_017179,Franklin-Powers,Healthcare,2.133784991,103271.66,28-08-2022,9.570782125,-6.080893035,Operations,26.5,11.5,-194.8521887,907,929444.94,0
COMP_012948,Hunt-Green,Retail,2.940164531,3241323.33,02-08-2021,14.2589189,23.59913444,Sales,17.9,4.9,1276.111547,1298,45378526.62,0
COMP_016462,Carr-King,Retail,2.871557681,4391221.47,14-11-2020,12.42870532,45.3764293,Marketing,21.8,10,1004.856172,1559,57085879.11,1
COMP_009657,Dyer-Garza,Fintech,3.522480679,216149.25,23-05-2023,9.557173479,13.15363582,Marketing,7.7,8.3,163.7494318,639,2161492.5,0
COMP_008151,Holland-Chan,SaaS,2.262869795,10779805.24,25-04-2024,9.160806418,0.177294232,Operations,29.7,0.2,89831.71033,301,86238441.92,0
COMP_024513,Martinez-Villegas,Fintech,3.97394279,7134847.36,19-12-2022,15.44014183,33.89805601,Engineering,20.3,-4.4,2062.094613,794,121292405.1,1
COMP_008903,Campos PLC,SaaS,1.128259062,5081071.58,24-03-2024,9.606200751,0.221557882,Marketing,25.5,1.3,42342.26317,333,45729644.22,0
COMP_005478,Schmidt-Kirby,Healthcare,4.164048541,3968025.64,17-09-2024,11.61539708,27.80455546,Sales,23.9,14,1363.582694,156,43648282.04,1
COMP_019000,Johnson Ltd,Fintech,1.052793381,3735626.62,16-01-2024,14.90275502,-3.324661566,Sales,24.8,6,-13341.52364,401,52298772.68,0
COMP_000418,"Delgado, Crawford and Flores",Retail,2.721213253,14182891.81,19-05-2021,7.501244742,49.87230298,Engineering,10.8,9.6,2808.493428,1373,127646026.3,0
COMP_006569,Kelly PLC,SaaS,0.896971261,3520964.69,20-08-2024,10.51743313,42.69290728,Operations,9.8,0.2,789.4539664,184,42251576.28,0
COMP_012589,"Pham, Owen and Jackson",Retail,0.954672352,1348024.01,11-10-2024,14.59328806,51.34862981,Sales,9.3,8,282.0133912,132,18872336.14,0
